Subject,No,Question,Option A,Option B,Option C,Option D,Correct Answer (Full Text)
BK,Chapter 7 : Bills of Exchange ,Bad debts recovered (written off in past) are:,Credited to Debtors A/c,Credited to Realisation A/c,Debited to Realisation A/c,Added to Capital A/c,Credited to Realisation A/c
BK,Chapter 7 : Bills of Exchange ,"On dissolution, 'Provision for Depreciation A/c' is:",Debit Realisation A/c,Credit Realisation A/c,Add to Asset A/c,Deduct from Capital A/c,Credit Realisation A/c
BK,Chapter 7 : Bills of Exchange ,Two bank accounts are combined into one single Cash/Bank A/c for:,Transferred to Realisation,Settlement,Transferred to Capital,Kept separate,Settlement
BK,Chapter 7 : Bills of Exchange ,Closing balance of Deficiency A/c when all partners insolvent:,Realisation A/c,Capital A/c,Tallies automatically,Cash A/c,Tallies automatically
BK,Chapter 7 : Bills of Exchange ,Cash brought in by insolvent partner from private estate credited to:,Realisation A/c,Deficiency A/c,His Capital A/c,Profit & Loss A/c,His Capital A/c
BK,Chapter 7 : Bills of Exchange ,Insolvent partner's capital deficiency is transferred to:,Solvent Partners' Capital A/c,Realisation A/c,Cash A/c,Loan A/c,Solvent Partners' Capital A/c
BK,Chapter 7 : Bills of Exchange ,Entry to transfer deficiency of insolvent partner to solvent partners:,Insolvent Dr. To Solvent,Solvent Dr. To Insolvent,Realisation Dr. To Solvent,Cash Dr. To Insolvent,Solvent Dr. To Insolvent
BK,Chapter 7 : Bills of Exchange ,Dissolution by agreement is provided under Section:,Section 40,Section 41,Section 42,Section 43,Section 40
BK,Chapter 7 : Bills of Exchange ,Compulsory dissolution is provided under Section:,Section 40,Section 41,Section 42,Section 44,Section 41
BK,Chapter 7 : Bills of Exchange ,"Business becomes unlawful, firm is dissolved under:",Agreement,Compulsory Dissolution,Contingencies,Court,Compulsory Dissolution
BK,Chapter 7 : Bills of Exchange ,Automatic dissolution on expiry of term is:,Compulsory,Notice,Contingent Dissolution,Court,Contingent Dissolution
BK,Chapter 7 : Bills of Exchange ,"Section 48, losses including deficiencies paid first out of:",Capital,Profits,Personal properties,Realisation account,Profits
BK,Chapter 7 : Bills of Exchange ,Remaining cash residue divided among partners in:,Capital Ratio,Equal Ratio,Profit Sharing Ratio,Random ratio,Profit Sharing Ratio
BK,Chapter 8 : Company Accounts - Issue of Shares,A company is an __________ person created by law.,Natural,Artificial,Illegal,Common,Artificial
BK,Chapter 8 : Company Accounts - Issue of Shares,"The capital of a company is divided into small units of equal value, each unit is called a:",Dividend,Debenture,Share,Inventory,Share
BK,Chapter 8 : Company Accounts - Issue of Shares,The person who owns the shares of a company is known as a:,Partner,Creditor,Shareholder,Debtor,Shareholder
BK,Chapter 8 : Company Accounts - Issue of Shares,Shareholders of a company are its:,Managers,Owners,Creditors,Employees,Owners
BK,Chapter 8 : Company Accounts - Issue of Shares,Which type of shares carry a preferential right as to payment of dividend and repayment of capital?,Equity Shares,Preference Shares,Deferred Shares,Bonus Shares,Preference Shares
BK,Chapter 8 : Company Accounts - Issue of Shares,Which shareholders are known as the real risk-bearers and ultimate owners of the company?,Preference Shareholders,Equity Shareholders,Debenture holders,Creditors,Equity Shareholders
BK,Chapter 8 : Company Accounts - Issue of Shares,The maximum amount of share capital authorized by the Memorandum is called:,Issued Capital,Subscribed Capital,Authorized / Nominal / Registered Capital,Paid-up Capital,Authorized / Nominal / Registered Capital
BK,Chapter 8 : Company Accounts - Issue of Shares,That part of authorized capital which is actually offered to the public for subscription is:,Reserve Capital,Issued Capital,Called-up Capital,Paid-up Capital,Issued Capital
BK,Chapter 8 : Company Accounts - Issue of Shares,The amount of share capital actually paid by the shareholders is called:,Authorized Capital,Subscribed Capital,Called-up Capital,Paid-up Capital,Paid-up Capital
BK,Chapter 8 : Company Accounts - Issue of Shares,That part of the called-up capital which is NOT paid by the shareholders is known as:,Calls in Advance,Calls in Arrears,Reserve Capital,Capital Reserve,Calls in Arrears
BK,Chapter 8 : Company Accounts - Issue of Shares,Amount received by the company from shareholders before it is actually called up is:,Calls in Arrears,Calls in Advance,Premium,Discount,Calls in Advance
BK,Chapter 8 : Company Accounts - Issue of Shares,"When shares are issued at a price equal to their face value, it is called issue at:",Premium,Discount,Par,Double,Par
BK,Chapter 8 : Company Accounts - Issue of Shares,"When shares of ?10 face value are issued at ?12, the extra ?2 is called:",Discount,Securities Premium,Brokerage,Commission,Securities Premium
BK,Chapter 8 : Company Accounts - Issue of Shares,Securities Premium Account is shown on the __________ side of the Balance Sheet.,Assets,Liabilities (under Reserves & Surplus),Income,Expense,Liabilities (under Reserves & Surplus)
BK,Chapter 8 : Company Accounts - Issue of Shares,"As per the Companies Act, 2013, companies are generally prohibited from issuing shares at a:",Premium,Par,Discount,Fixed price,Discount
BK,Chapter 8 : Company Accounts - Issue of Shares,What is the first stage of collecting share capital from the public?,Share Allotment,Share First Call,Share Application,Share Forfeiture,Share Application
BK,Chapter 8 : Company Accounts - Issue of Shares,The journal entry for receiving Share Application money is:,Share Application A/c Dr. To Bank A/c,Bank A/c Dr. To Share Application A/c,Share Capital A/c Dr. To Bank A/c,Bank A/c Dr. To Share Capital A/c,Bank A/c Dr. To Share Application A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,Share Application Account is a __________ Account.,Real,Nominal,Personal,Impersonal,Personal
BK,Chapter 8 : Company Accounts - Issue of Shares,"When application money is transferred to Share Capital Account, the entry is:",Bank A/c Dr. To Share Capital A/c,Share Application A/c Dr. To Share Capital A/c,Share Capital A/c Dr. To Share Application A/c,Share Allotment A/c Dr. To Share Capital A/c,Share Application A/c Dr. To Share Capital A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,"When a company receives applications for MORE shares than it has issued, it is called:",Under-subscription,Over-subscription,Full-subscription,Minimum subscription,Over-subscription
BK,Chapter 8 : Company Accounts - Issue of Shares,Pro-rata allotment is made in case of:,Under-subscription,Over-subscription,Issue at discount,Forfeiture of shares,Over-subscription
BK,Chapter 8 : Company Accounts - Issue of Shares,"When a company receives applications for FEWER shares than it has issued, it is called:",Over-subscription,Under-subscription,Pro-rata allotment,Forfeiture,Under-subscription
BK,Chapter 8 : Company Accounts - Issue of Shares,Minimum subscription should be at least _____% of the issued capital as per SEBI guidelines.,50%,75%,90%,100%,90%
BK,Chapter 8 : Company Accounts - Issue of Shares,"When allotment money becomes due, which account is debited?",Bank A/c,Share Capital A/c,Share Allotment A/c,Share Application A/c,Share Allotment A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,What is the entry for making Share Allotment money due (at par)?,Bank A/c Dr. To Share Allotment A/c,Share Allotment A/c Dr. To Share Capital A/c,Share Capital A/c Dr. To Share Allotment A/c,Share Allotment A/c Dr. To Bank A/c,Share Allotment A/c Dr. To Share Capital A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,"If shares are issued at a premium, the premium amount is usually called along with:",Application money,Allotment money (unless specified otherwise),Final call money,Forfeiture,Allotment money (unless specified otherwise)
BK,Chapter 8 : Company Accounts - Issue of Shares,The journal entry for Allotment due at PREMIUM is:,"Share Allotment A/c Dr. To Share Capital A/c, To Securities Premium A/c",Share Allotment A/c Dr. To Share Capital A/c,Bank A/c Dr. To Securities Premium A/c,Share Capital A/c Dr. To Securities Premium A/c,"Share Allotment A/c Dr. To Share Capital A/c, To Securities Premium A/c"
BK,Chapter 8 : Company Accounts - Issue of Shares,"When allotment money is actually received, the entry is:",Share Allotment A/c Dr. To Bank A/c,Bank A/c Dr. To Share Allotment A/c,Share Capital A/c Dr. To Bank A/c,Bank A/c Dr. To Share Capital A/c,Bank A/c Dr. To Share Allotment A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,Cancelling the shares of a shareholder for non-payment of calls is called:,Surrender of shares,Forfeiture of shares,Buyback of shares,Redemption of shares,Forfeiture of shares
BK,Chapter 8 : Company Accounts - Issue of Shares,"On forfeiture of shares, which account is always DEBITED?",Share Forfeiture A/c,Share Capital A/c,Bank A/c,Calls in Arrears A/c,Share Capital A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,"On forfeiture, Share Capital Account is debited with the __________ amount.",Paid-up,Called-up,Face value,Market value,Called-up
BK,Chapter 8 : Company Accounts - Issue of Shares,The amount already received by the company on forfeited shares is credited to:,Share Capital A/c,Share Forfeiture A/c,Bank A/c,General Reserve A/c,Share Forfeiture A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,"When forfeited shares are re-issued at a discount, the discount is debited to:",Discount on Issue A/c,Profit & Loss A/c,Share Forfeiture A/c,Securities Premium A/c,Share Forfeiture A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,The balance in the 'Share Forfeiture Account' after re-issue of all shares is transferred to:,General Reserve,Capital Reserve,Profit & Loss A/c,Securities Premium A/c,Capital Reserve
BK,Chapter 8 : Company Accounts - Issue of Shares,'Capital Reserve' is a __________ profit for the company.,Revenue,Capital,Operating,Deferred,Capital
BK,Chapter 8 : Company Accounts - Issue of Shares,Interest on 'Calls in Arrears' is charged according to Table F at:,5% p.a.,10% p.a.,12% p.a.,6% p.a.,10% p.a.
BK,Chapter 8 : Company Accounts - Issue of Shares,Interest on 'Calls in Advance' is paid according to Table F at:,10% p.a.,12% p.a.,5% p.a.,6% p.a.,12% p.a.
BK,Chapter 8 : Company Accounts - Issue of Shares,Preference shares which can be converted into equity shares are called:,Cumulative,Convertible,Participative,Redeemable,Convertible
BK,Chapter 8 : Company Accounts - Issue of Shares,Preference shares on which dividend accumulates if not paid in any year are:,Non-cumulative,Cumulative,Redeemable,Participating,Cumulative
BK,Chapter 8 : Company Accounts - Issue of Shares,The 'face value' of a share is also known as its:,Market value,Nominal value,Intrinsic value,Book value,Nominal value
BK,Chapter 8 : Company Accounts - Issue of Shares,Excess application money received in over-subscription can be:,Refunded,Adjusted towards allotment/calls,Both A and B,Transferred to General Reserve,Both A and B
BK,Chapter 8 : Company Accounts - Issue of Shares,"When excess application money is REFUNDED, the entry is:",Share Application A/c Dr. To Bank A/c,Bank A/c Dr. To Share Application A/c,Share Capital A/c Dr. To Bank A/c,Share Application A/c Dr. To Share Capital A/c,Share Application A/c Dr. To Bank A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,'Calls in Arrears' account shows a __________ balance.,Credit,Debit,Zero,Floating,Debit
BK,Chapter 8 : Company Accounts - Issue of Shares,'Calls in Advance' account shows a __________ balance.,Debit,Credit,Positive,Negative,Credit
BK,Chapter 8 : Company Accounts - Issue of Shares,Share Forfeiture Account is a __________ Account.,Real,Nominal,Personal,Representative,Nominal
BK,Chapter 8 : Company Accounts - Issue of Shares,Forfeiture of shares results in the __________ of share capital.,Increase,Reduction,Doubling,Stabilization,Reduction
BK,Chapter 8 : Company Accounts - Issue of Shares,"If 1,000 shares of ?10 each (?8 called up) are forfeited, Share Capital A/c will be debited with:","?10,000","?8,000","?2,000","?1,000","?8,000"
BK,Chapter 8 : Company Accounts - Issue of Shares,The dividend on Equity shares is paid at a __________ rate.,Fixed,Fluctuating (depends on profit),Zero,Quarterly,Fluctuating (depends on profit)
BK,Chapter 8 : Company Accounts - Issue of Shares,Public Limited companies must have at least __________ directors.,2,3,7,50,3
BK,Chapter 8 : Company Accounts - Issue of Shares,Private Limited companies must have at least __________ members.,7,2,50,200,2
BK,Chapter 8 : Company Accounts - Issue of Shares,"When shares are issued to vendors for purchase of assets, which account is debited?",Share Capital A/c,Bank A/c,Vendors A/c,Asset A/c,Vendors A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,Issue of shares to promoters for their services is debited to:,Promotion Expenses or Goodwill A/c,Share Capital A/c,Asset A/c,Cash A/c,Promotion Expenses or Goodwill A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,"If a company purchases machinery of ?9,00,000 and issues shares of ?10 each at par, how many shares?","90,000 shares","9,00,000 shares","9,000 shares","10,000 shares","90,000 shares"
BK,Chapter 8 : Company Accounts - Issue of Shares,"If shares are issued to vendors at a PREMIUM, the number of shares issued will:",Increase,Decrease,Remain same,Become zero,Decrease
BK,Chapter 8 : Company Accounts - Issue of Shares,Amount of 'Securities Premium' can be used for:,Paying dividend,Paying income tax,Writing off preliminary expenses,Purchasing raw material,Writing off preliminary expenses
BK,Chapter 8 : Company Accounts - Issue of Shares,Bonus shares are issued to existing shareholders:,At a premium,At a discount,Free of cost,At par,Free of cost
BK,Chapter 8 : Company Accounts - Issue of Shares,Bonus shares are issued out of:,Share Capital,Free Reserves / Securities Premium,Bank Loan,Creditors,Free Reserves / Securities Premium
BK,Chapter 8 : Company Accounts - Issue of Shares,Right shares are first offered to:,General Public,Vendors,Existing Shareholders,Directors only,Existing Shareholders
BK,Chapter 8 : Company Accounts - Issue of Shares,Employee Stock Option Scheme (ESOP) is for:,Customers,Employees and Directors,Suppliers,Bankers,Employees and Directors
BK,Chapter 8 : Company Accounts - Issue of Shares,Which of the following is NOT a part of 'Subscribed Capital'?,Subscribed and fully paid,Subscribed but not fully paid,Authorized Capital,None of these,Authorized Capital
BK,Chapter 8 : Company Accounts - Issue of Shares,100 shares of ?10 (fully called up) forfeited for non-payment of call of ?3. Credit to Forfeiture A/c:,"?1,000",?300,?700,"?1,300",?700
BK,Chapter 8 : Company Accounts - Issue of Shares,"If forfeited shares are re-issued at par, the balance in 'Share Forfeiture A/c' goes to:",General Reserve,Capital Reserve,Revenue Reserve,Securities Premium,Capital Reserve
BK,Chapter 8 : Company Accounts - Issue of Shares,The maximum discount allowed at the time of re-issue of forfeited shares is:,10% of face value,The amount forfeited on those shares,5% of face value,Unlimited,The amount forfeited on those shares
BK,Chapter 8 : Company Accounts - Issue of Shares,"If a share of ?10 (on which ?8 is paid) is forfeited, maximum discount possible on re-issue is:",?2,?10,?8,?5,?8
BK,Chapter 8 : Company Accounts - Issue of Shares,Dividend is usually paid as a percentage of:,Authorized Capital,Called-up Capital,Paid-up Capital,Issued Capital,Paid-up Capital
BK,Chapter 8 : Company Accounts - Issue of Shares,'Reserve Capital' is a part of:,Subscribed Capital,Capital Reserve,Uncalled Capital,Securities Premium,Uncalled Capital
BK,Chapter 8 : Company Accounts - Issue of Shares,Shares can be forfeited for:,Non-payment of call money,Failure to attend meetings,Sale of shares in market,Disagreement with directors,Non-payment of call money
BK,Chapter 8 : Company Accounts - Issue of Shares,"When shares are forfeited, the 'Securities Premium' already received is:",Debited to Capital A/c,Credited to Share Forfeiture A/c,Not cancelled (remains in Premium A/c),Refunded,Not cancelled (remains in Premium A/c)
BK,Chapter 8 : Company Accounts - Issue of Shares,"If 'Securities Premium' is NOT received on forfeited shares, it is:",Debited to Securities Premium A/c,Ignored,Credited to Bank A/c,Added to Capital A/c,Debited to Securities Premium A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,Private placement of shares means issue of shares to:,General Public,A selected group of persons privately,Government only,Existing shareholders only,A selected group of persons privately
BK,Chapter 8 : Company Accounts - Issue of Shares,Sweat Equity shares are issued to:,General Public,Existing shareholders for free,Employees/Directors for intellectual property,Vendors for assets,Employees/Directors for intellectual property
BK,Chapter 8 : Company Accounts - Issue of Shares,'Calls in Arrears' is deducted from __________ in the Balance Sheet.,Authorized Capital,Issued Capital,Subscribed Capital,Reserve Capital,Subscribed Capital
BK,Chapter 8 : Company Accounts - Issue of Shares,'Calls in Advance' is shown under __________ in the Balance Sheet.,Current Assets,Current Liabilities,Reserves and Surplus,Fixed Assets,Current Liabilities
BK,Chapter 8 : Company Accounts - Issue of Shares,Preliminary expenses are those expenses which are incurred:,During operation,At the time of formation,At the time of liquidation,For raw material,At the time of formation
BK,Chapter 8 : Company Accounts - Issue of Shares,Liability of a shareholder in a 'Company Limited by Shares' is:,Unlimited,Limited to unpaid value of shares,Zero,Limited to private property,Limited to unpaid value of shares
BK,Chapter 8 : Company Accounts - Issue of Shares,"According to Section 52, Securities Premium cannot be used for:",Preliminary expenses,Bonus shares,Distribution of cash dividend,Buy-back of shares,Distribution of cash dividend
BK,Chapter 8 : Company Accounts - Issue of Shares,"Applications received for 10,000 shares and company allot to all, it is called:",Over-subscription,Under-subscription,Full-subscription,Pro-rata allotment,Full-subscription
BK,Chapter 8 : Company Accounts - Issue of Shares,"In 'Pro-rata allotment', the excess application money is adjusted towards:",Refund,Share Allotment A/c,General Reserve,Salaries,Share Allotment A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,Entry for Application money transfer when fully subscribed at par:,Bank A/c Dr. To Share Capital A/c,Share Application A/c Dr. To Share Capital A/c,Share Capital A/c Dr. To Share Application A/c,Bank A/c Dr. To Share Application A/c,Share Application A/c Dr. To Share Capital A/c
BK,Chapter 8 : Company Accounts - Issue of Shares,Public limited companies must issue a __________ to invite public subscription.,Memorandum,Articles,Prospectus,Trust Deed,Prospectus
BK,Chapter 8 : Company Accounts - Issue of Shares,The rate of interest on 'Calls in Arrears' as per Table F is:,5%,6%,10%,12%,10%
BK,Chapter 8 : Company Accounts - Issue of Shares,The rate of interest on 'Calls in Advance' as per Table F is:,5%,12%,10%,8%,12%
BK,Chapter 8 : Company Accounts - Issue of Shares,Cumulative Preference shares have the right to receive:,Arrears of dividend,Extra profit,Voting rights,Double capital,Arrears of dividend
BK,Chapter 8 : Company Accounts - Issue of Shares,Equity shareholders have the right to:,Fixed dividend,Voting in general meetings,Repayment before preference,No risk,Voting in general meetings
BK,Chapter 8 : Company Accounts - Issue of Shares,'Over-subscription' is common in case of:,New companies,Loss-making companies,Well-established reputed companies,Private companies,Well-established reputed companies
BK,Chapter 8 : Company Accounts - Issue of Shares,Share Allotment Account is a:,Real Account,Nominal Account,Personal Account,Asset Account,Personal Account
BK,Chapter 8 : Company Accounts - Issue of Shares,"When shares are issued at premium, 'Share Capital A/c' is credited with:",Nominal (Face) Value,Issue Price,Premium Value,Market Value,Nominal (Face) Value
BK,Chapter 8 : Company Accounts - Issue of Shares,Forfeiture of shares must be authorized by:,SEBI,Articles of Association (AOA),Memorandum of Association (MOA),Bank,Articles of Association (AOA)
BK,Chapter 8 : Company Accounts - Issue of Shares,"Before forfeiting shares, a notice of at least _____ days must be given.",7 days,14 days,30 days,21 days,14 days
BK,Chapter 8 : Company Accounts - Issue of Shares,"Re-issue of forfeited shares is a __________ of shares, not an issue.",Purchase,Cancellation,Sale,Allotment,Sale
BK,Chapter 8 : Company Accounts - Issue of Shares,Any profit on re-issue of forfeited shares is a __________ gain.,Revenue,Capital,Deferred,Operating,Capital
BK,Chapter 8 : Company Accounts - Issue of Shares,'Subscribed but not fully paid' shares include those on which:,Final call not made,Calls in arrears,Both A and B,All calls paid,Both A and B
BK,Chapter 8 : Company Accounts - Issue of Shares,"If face value is ?100 and issue price is ?110, the premium is:",?110,?100,?10,?1000,?10
BK,Chapter 8 : Company Accounts - Issue of Shares,Preference shares which do not carry the right of sharing in excess profits are:,Participating,Non-participating,Redeemable,Irredeemable,Non-participating
BK,Chapter 8 : Company Accounts - Issue of Shares,Minimum Subscription must be received within _____ days from prospectus issue.,15 days,30 days,60 days,120 days,30 days
BK,Chapter 8 : Company Accounts - Issue of Shares,Shares issued to vendors for purchase of business is:,Public Issue,Issue for consideration other than cash,Bonus Issue,Rights Issue,Issue for consideration other than cash
BK,Chapter 8 : Company Accounts - Issue of Shares,The balance of 'Capital Reserve' is shown under:,Share Capital,Reserves and Surplus,Current Liabilities,Long-term Loans,Reserves and Surplus
BK,Chapter 8 : Company Accounts - Issue of Shares,A company cannot issue __________ preference shares in India.,Redeemable,Convertible,Irredeemable,Cumulative,Irredeemable
BK,Chapter 8 : Company Accounts - Issue of Shares,Under-subscription means applications are received for __________ shares than issued.,More,Less,Equal,Double,Less
BK,Chapter 8 : Company Accounts - Issue of Shares,The Share Capital shown in the 'Total' column of the Balance Sheet is:,Authorized,Issued,Paid-up,Nominal,Paid-up
BK,Chapter 9 : Analysis of Financial Statements ,Financial Statement Analysis involves __________ of financial data.,Recording,Summarizing,Interpretation and Evaluation,Posting,Interpretation and Evaluation
BK,Chapter 9 : Analysis of Financial Statements ,Which of the following is the main tool of Financial Statement Analysis?,Comparative Statements,Common Size Statements,Ratio Analysis,All of the above,All of the above
BK,Chapter 9 : Analysis of Financial Statements ,Comparative Statements show the profitability and financial position of a firm for:,Only one year,Two or more years,Half year,One month,Two or more years
BK,Chapter 9 : Analysis of Financial Statements ,"In Comparative Balance Sheet, the increase or decrease in items is shown in terms of:",Absolute Change (Amount),Percentage Change,Both A and B,Ratios only,Both A and B
BK,Chapter 9 : Analysis of Financial Statements ,Analysis prepared by a single year's data where one common base is taken as 100 is called:,Comparative Analysis,Common Size Analysis (Vertical Analysis),Trend Analysis,Cash Flow Analysis,Common Size Analysis (Vertical Analysis)
BK,Chapter 9 : Analysis of Financial Statements ,"In a Common Size Income Statement, __________ is taken as 100 (Base).",Net Sales (Revenue from Operations),Gross Profit,Total Assets,Net Profit,Net Sales (Revenue from Operations)
BK,Chapter 9 : Analysis of Financial Statements ,"In a Common Size Balance Sheet, __________ is taken as 100 (Base).",Fixed Assets,Total Assets / Total Liabilities,Working Capital,Shareholders' Funds,Total Assets / Total Liabilities
BK,Chapter 9 : Analysis of Financial Statements ,The mathematical relationship between two accounting figures is called:,Analysis,Interpretation,Ratio,Statement,Ratio
BK,Chapter 9 : Analysis of Financial Statements ,Current Ratio is a type of __________ ratio.,Profitability,Liquidity,Solvency,Activity,Liquidity
BK,Chapter 9 : Analysis of Financial Statements ,The ideal Current Ratio is considered to be:,1:01,2:01,3:01,1:02,2:01
BK,Chapter 9 : Analysis of Financial Statements ,Current Ratio = ?,Current Assets / Current Liabilities,Current Liabilities / Current Assets,Liquid Assets / Current Liabilities,Fixed Assets / Current Liabilities,Current Assets / Current Liabilities
BK,Chapter 9 : Analysis of Financial Statements ,Quick Ratio is also known as:,Acid Test Ratio / Liquid Ratio,Working Capital Ratio,Debt-Equity Ratio,Operating Ratio,Acid Test Ratio / Liquid Ratio
BK,Chapter 9 : Analysis of Financial Statements ,Liquid Assets (Quick Assets) = ?,Current Assets + Stock,Current Assets - (Stock + Prepaid Expenses),Fixed Assets - Current Assets,Total Assets - Liabilities,Current Assets - (Stock + Prepaid Expenses)
BK,Chapter 9 : Analysis of Financial Statements ,The ideal Liquid Ratio is:,2:01,1:01,1.5:1,5:01,1:01
BK,Chapter 9 : Analysis of Financial Statements ,Gross Profit Ratio = ?,(Gross Profit / Net Sales) x 100,(Net Profit / Net Sales) x 100,(Gross Profit / Cost of Goods Sold) x 100,(Net Sales / Gross Profit) x 100,(Gross Profit / Net Sales) x 100
BK,Chapter 9 : Analysis of Financial Statements ,Net Profit Ratio indicates the __________ of the business.,Liquidity,Overall Profitability,Solvency,Turnover,Overall Profitability
BK,Chapter 9 : Analysis of Financial Statements ,Operating Ratio is calculated to find out the __________ of the business.,Net Profit,Operational Efficiency (Expenses),Liquidity,Assets,Operational Efficiency (Expenses)
BK,Chapter 9 : Analysis of Financial Statements ,Operating Profit Ratio + Operating Ratio is always equal to:,50,100,0,200,100
BK,Chapter 9 : Analysis of Financial Statements ,Working Capital = ?,Current Assets + Current Liabilities,Current Assets - Current Liabilities,Fixed Assets - Current Assets,Total Assets - Capital,Current Assets - Current Liabilities
BK,Chapter 9 : Analysis of Financial Statements ,Which ratio measures the ability of the firm to meet its long-term liabilities?,Liquidity Ratio,Solvency Ratio (e.g. Debt-Equity Ratio),Profitability Ratio,Current Ratio,Solvency Ratio
BK,Chapter 9 : Analysis of Financial Statements ,Debt-Equity Ratio = ?,Total Debt / Shareholders' Funds (Equity),Equity / Total Debt,Assets / Liabilities,Profit / Capital,Total Debt / Shareholders' Funds (Equity)
BK,Chapter 9 : Analysis of Financial Statements ,Proprietary Ratio = ?,(Proprietors' Funds / Total Assets) x 100,(Total Assets / Proprietors' Funds) x 100,(Current Assets / Current Liabilities),(Net Profit / Sales),(Proprietors' Funds / Total Assets) x 100
BK,Chapter 9 : Analysis of Financial Statements ,Cost of Goods Sold = ?,Sales - Net Profit,Sales - Gross Profit,Opening Stock + Purchases + Direct Expenses - Closing Stock,Both B and C,Both B and C
BK,Chapter 9 : Analysis of Financial Statements ,Financial Analysis is useful for:,Investors,Creditors,Management,All of the above,All of the above
BK,Chapter 9 : Analysis of Financial Statements ,Vertical Analysis is also known as __________ analysis.,Static Analysis,Dynamic Analysis,Trend Analysis,External Analysis,Static Analysis
BK,Chapter 9 : Analysis of Financial Statements ,Horizontal Analysis is also known as __________ analysis.,Static Analysis,Dynamic Analysis,Internal Analysis,Ratio Analysis,Dynamic Analysis
BK,Chapter 9 : Analysis of Financial Statements ,The term 'Cash Flow Statement' is prepared as per Accounting Standard:,AS 1,AS 3,AS 10,AS 26,AS 3
BK,Chapter 9 : Analysis of Financial Statements ,"Cash flows are classified into three activities: Operating, Investing and:",Commercial,Financing,Manufacturing,Trading,Financing
BK,Chapter 9 : Analysis of Financial Statements ,Purchase of Fixed Assets is an example of cash flow from __________ activities.,Operating,Investing,Financing,Credit,Investing
BK,Chapter 9 : Analysis of Financial Statements ,Issue of Shares or Debentures is a cash flow from __________ activities.,Operating,Investing,Financing,Non-cash,Financing
BK,Chapter 9 : Analysis of Financial Statements ,Payment of Dividends is a __________ activity.,Operating,Investing,Financing,Illegal,Financing
BK,Chapter 9 : Analysis of Financial Statements ,Operating Profit = ?,Gross Profit - Operating Expenses,Net Profit + Interest,Sales - Purchases,Total Assets - Liabilities,Gross Profit - Operating Expenses
BK,Chapter 9 : Analysis of Financial Statements ,Current Assets include:,"Debtors, Stock, Cash, Prepaid Expenses","Land, Building, Furniture","Creditors, Bills Payable","Capital, Reserves","Debtors, Stock, Cash, Prepaid Expenses"
BK,Chapter 9 : Analysis of Financial Statements ,Current Liabilities include:,"Creditors, Bills Payable, Outstanding Expenses, Bank Overdraft","Debtors, Bills Receivable",Long-term Loans,Share Capital,"Creditors, Bills Payable, Outstanding Expenses, Bank Overdraft"
BK,Chapter 9 : Analysis of Financial Statements ,Return on Investment (ROI) is a __________ ratio.,Liquidity,Solvency,Profitability,Turnover,Profitability
BK,Chapter 9 : Analysis of Financial Statements ,Shareholders' Funds (Equity) include:,Share Capital + Reserves & Surplus,Share Capital + Creditors,Total Assets - Stock,Fixed Assets only,Share Capital + Reserves & Surplus
BK,Chapter 9 : Analysis of Financial Statements ,Which of the following is NOT an Operating Expense?,Office Rent,Selling Expenses,Loss by Fire,Salaries,Loss by Fire
BK,Chapter 9 : Analysis of Financial Statements ,Analysis of financial statements is a __________ of the accounting process.,Starting point,Middle point,Final stage / End result,Optional part,Final stage / End result
BK,Chapter 9 : Analysis of Financial Statements ,Comparative Statements are also called __________ analysis.,Time Series,Cross Sectional,Vertical,Internal,Time Series
BK,Chapter 9 : Analysis of Financial Statements ,The main limitation of Financial Statement Analysis is that it ignores:,Monetary items,"Qualitative aspects (morale, efficiency)",Past data,Percentages,Qualitative aspects
BK,Chapter 9 : Analysis of Financial Statements ,Debt-Equity Ratio is a measure of __________ solvency.,Short-term,Long-term,Immediate,Daily,Long-term
BK,Chapter 9 : Analysis of Financial Statements ,High Gross Profit Ratio is a sign of:,High cost of production,Good management and efficient production,Low sales,Bankruptcy,Good management and efficient production
BK,Chapter 9 : Analysis of Financial Statements ,Which ratio is a measure of short-term solvency?,Current Ratio,Debt-Equity Ratio,Operating Ratio,ROI,Current Ratio
BK,Chapter 9 : Analysis of Financial Statements ,Common Size Statements are also known as __________ Percentage Statements.,Trend,Component,Absolute,Historical,Component
BK,Chapter 9 : Analysis of Financial Statements ,Income Statement is also known as:,Balance Sheet,Profit and Loss Account,Cash Book,Ledger,Profit and Loss Account
BK,Chapter 9 : Analysis of Financial Statements ,Financial position of a business is known through:,Income Statement,Balance Sheet,Bank Statement,Invoice,Balance Sheet
BK,Chapter 9 : Analysis of Financial Statements ,Interest paid on bank loan is a __________ activity.,Operating,Investing,Financing,Non-financial,Financing
